date,CloudCover,Events,Max.Dew.PointF,Max.Gust.SpeedMPH,Max.Humidity,Max.Sea.Level.PressureIn,Max.TemperatureF,Max.VisibilityMiles,Max.Wind.SpeedMPH,Mean.Humidity,Mean.Sea.Level.PressureIn,Mean.TemperatureF,Mean.VisibilityMiles,Mean.Wind.SpeedMPH,MeanDew.PointF,Min.DewpointF,Min.Humidity,Min.Sea.Level.PressureIn,Min.TemperatureF,Min.VisibilityMiles,PrecipitationIn,WindDirDegrees
2015-09-17,1,,65,20.0,84,30.19,89,10,14,58,30.1,77,10.0,7,59,53,31,30.02,64,10,0.0,231
2015-09-18,1,,62,22.0,87,30.04,85,10,17,64,30.0,75,10.0,8,60,57,40,29.95,65,10,0.0,199
2015-09-19,4,,67,21.0,100,30.0,79,10,17,74,29.95,71,8.0,10,62,57,48,29.87,62,1,0.0,198
2015-09-20,4,,66,24.0,90,30.13,75,10,18,63,29.96,66,10.0,12,55,46,36,29.83,57,10,0.0,295
2015-09-21,3,,48,24.0,72,30.3,66,10,20,60,30.24,60,10.0,11,46,45,48,30.14,53,10,0.0,26
2015-09-22,6,,57,20.0,93,30.34,68,10,16,76,30.31,62,10.0,9,53,48,58,30.28,56,10,0.0,30
2015-09-23,2,,54,15.0,93,30.27,68,10,10,68,30.24,61,10.0,6,49,42,42,30.21,54,10,0.0,61
2015-09-24,1,,54,20.0,78,30.39,74,10,16,62,30.31,66,10.0,9,52,48,46,30.22,58,10,0.0,26
2015-09-25,5,,55,21.0,86,30.44,66,10,17,72,30.4,61,10.0,9,50,47,58,30.38,55,10,0.0,51
2015-09-26,4,,49,28.0,77,30.53,63,10,20,64,30.49,57,10.0,10,45,39,51,30.4,50,10,0.0,42
2015-09-27,2,,57,18.0,93,30.52,64,10,15,75,30.44,56,10.0,7,49,42,57,30.35,48,10,0.0,222
2015-09-28,4,,66,20.0,93,30.34,78,10,16,75,30.23,67,10.0,7,60,53,56,30.15,56,10,0.0,185
2015-09-29,7,Fog-Rain,70,25.0,100,30.14,84,10,21,79,30.06,75,7.0,9,68,64,58,29.98,65,0,0.04,186
2015-09-30,8,Fog-Rain,73,38.0,100,29.96,78,10,32,89,29.77,68,6.0,13,67,51,78,29.63,57,0,2.46,182
2015-10-01,7,Rain,50,38.0,77,30.24,59,10,30,72,30.13,57,10.0,17,48,45,67,29.97,54,10,0.0,22
2015-10-02,8,Rain,45,36.0,80,30.36,54,10,25,73,30.28,52,10.0,20,43,40,66,30.22,50,7,0.08,28
2015-10-03,8,Rain,47,37.0,80,30.46,54,10,29,72,30.42,52,9.0,22,43,41,64,30.35,49,5,0.01,39
2015-10-04,7,,45,35.0,77,30.44,56,10,28,66,30.39,54,10.0,18,42,38,54,30.3,51,10,0.0,40
2015-10-05,6,,50,18.0,96,30.29,61,10,15,80,30.2,55,10.0,9,47,41,64,30.09,48,10,0.0,14
2015-10-06,1,,49,15.0,89,30.08,64,10,12,71,30.0,56,10.0,6,46,43,52,29.94,48,10,0.0,344
2015-10-07,3,,54,17.0,77,29.99,72,10,13,61,29.95,62,10.0,7,47,43,44,29.9,52,10,0.0,299
2015-10-08,2,,50,18.0,83,30.16,62,10,13,61,30.11,57,10.0,9,44,35,39,30.0,51,10,0.0,14
2015-10-09,7,Rain,63,40.0,93,30.12,72,10,31,75,29.85,62,8.0,15,57,49,57,29.72,52,2,0.34,210
2015-10-10,2,,55,37.0,74,30.09,61,10,29,53,30.02,55,10.0,10,40,31,32,29.8,48,10,0.0,313
2015-10-11,4,,49,28.0,86,30.03,68,10,23,63,29.9,58,10.0,14,45,43,39,29.79,48,10,0.0,222
2015-10-12,0,,56,,89,29.86,76,10,15,65,29.8,64,10.0,8,51,48,41,29.74,51,10,0.0,199
2015-10-13,6,Fog-Rain,62,21.0,100,29.93,72,10,16,84,29.6,64,7.0,8,58,52,68,29.47,55,0,0.12,148
2015-10-14,3,,57,28.0,84,29.81,68,10,21,65,29.66,60,10.0,13,46,37,45,29.56,51,10,0.0,262
2015-10-15,1,,42,24.0,71,29.96,62,10,16,55,29.91,55,10.0,9,38,36,39,29.82,47,10,0.0,266
2015-10-16,3,Rain,45,29.0,74,29.98,61,10,22,57,29.9,56,10.0,12,40,35,39,29.84,50,10,0.0,262
2015-10-17,4,,40,29.0,83,30.14,56,10,23,58,30.01,48,10.0,12,32,24,32,29.95,40,10,0.0,287
2015-10-18,2,,29,30.0,64,30.33,47,10,22,46,30.22,40,10.0,11,19,13,28,30.13,33,10,0.0,319
2015-10-19,2,,31,22.0,69,30.45,48,10,17,48,30.34,40,10.0,11,20,15,26,30.18,31,10,0.0,275
2015-10-20,6,,43,28.0,65,30.21,66,10,21,51,30.13,56,10.0,12,37,32,36,30.07,45,10,0.0,234
2015-10-21,8,Rain,54,16.0,100,30.33,61,10,13,76,30.28,57,9.0,6,48,42,51,30.17,53,4,0.07,68
2015-10-22,7,Fog,56,29.0,100,30.28,73,10,24,71,30.13,63,7.0,11,52,47,41,29.96,52,0,0.0,187
2015-10-23,2,,38,35.0,60,30.37,59,10,26,49,30.19,50,10.0,14,31,26,38,30.03,40,10,0.0,320
2015-10-24,8,,42,16.0,80,30.44,49,10,13,71,30.37,44,10.0,6,35,28,61,30.25,38,10,0.0,4
2015-10-25,7,Rain,54,35.0,89,30.19,63,10,24,72,30.07,56,10.0,12,47,35,55,29.98,48,7,0.03,233
2015-10-26,2,,36,26.0,70,30.53,52,10,18,57,30.4,48,10.0,9,33,30,44,30.21,43,10,0.0,294
2015-10-27,4,,41,22.0,83,30.62,54,10,12,62,30.56,46,10.0,6,34,28,41,30.53,38,10,0.0,178
2015-10-28,7,Rain,61,40.0,100,30.57,65,10,29,83,30.27,54,7.0,17,48,39,66,29.79,42,2,0.36,114
2015-10-29,7,Rain,66,39.0,100,29.75,75,10,29,65,29.55,66,8.0,17,57,30,30,29.44,57,2,0.73,206
2015-10-30,1,,37,31.0,53,30.09,61,10,23,41,29.83,52,10.0,13,31,26,28,29.64,42,10,0.0,289
2015-10-31,4,,39,17.0,71,30.22,52,10,13,58,30.14,45,10.0,7,31,26,44,30.06,38,10,0.0,224
2015-11-01,6,Rain,50,28.0,80,30.07,62,10,22,73,29.91,55,10.0,11,46,39,65,29.79,48,10,0.0,207
2015-11-02,2,,48,23.0,83,30.11,64,10,18,63,30.02,58,10.0,7,42,39,43,29.94,51,10,0.0,251
2015-11-03,1,,44,,82,30.25,73,10,16,57,30.13,60,10.0,8,42,40,31,30.06,47,10,0.0,281
2015-11-04,0,,49,16.0,83,30.4,60,10,13,69,30.33,55,10.0,7,45,43,55,30.26,49,10,0.0,129
2015-11-05,4,,61,31.0,100,30.3,76,10,22,77,30.2,63,9.0,12,55,48,53,30.09,50,5,0.0,224
2015-11-06,4,,62,32.0,93,30.07,73,10,26,79,29.9,68,10.0,15,61,54,64,29.71,62,10,0.0,222
2015-11-07,6,,45,33.0,57,30.02,69,10,25,48,29.93,60,10.0,13,38,33,39,29.83,50,10,0.0,280
2015-11-08,0,,34,25.0,65,30.38,56,10,18,48,30.25,50,10.0,12,30,24,30,30.04,44,10,0.0,283
2015-11-09,2,,36,20.0,70,30.43,60,10,16,52,30.37,51,10.0,9,32,30,33,30.32,41,10,0.0,237
2015-11-10,7,Rain,47,22.0,80,30.31,53,10,17,67,30.15,49,10.0,8,40,36,54,29.89,44,7,0.07,37
2015-11-11,8,Rain,49,33.0,93,29.98,50,10,25,90,29.85,48,4.0,16,45,42,86,29.78,46,2,0.54,13
2015-11-12,8,Rain,54,23.0,100,29.98,57,10,18,90,29.75,52,8.0,7,47,42,80,29.42,46,0,0.04,173
2015-11-13,3,Rain,54,39.0,86,29.62,59,10,29,65,29.51,53,10.0,18,39,30,44,29.43,46,10,0.01,257
2015-11-14,2,,31,43.0,62,30.12,47,10,31,51,29.89,42,10.0,16,25,19,39,29.63,37,10,0.0,279
2015-11-15,6,,35,23.0,64,30.21,54,10,18,54,30.12,46,10.0,10,30,25,44,30.05,37,10,0.0,254
2015-11-16,3,,37,28.0,66,30.41,61,10,21,42,30.18,50,10.0,11,29,14,17,30.09,39,10,0.0,306
2015-11-17,1,,31,17.0,76,30.6,45,10,14,62,30.54,39,10.0,7,26,20,48,30.42,33,10,0.0,35
2015-11-18,2,,38,17.0,85,30.61,48,10,15,69,30.55,40,10.0,6,33,29,53,30.46,31,10,0.0,158
2015-11-19,8,Rain,50,20.0,89,30.44,55,10,16,83,30.3,49,10.0,9,44,39,77,30.06,43,10,0.0,132
2015-11-20,6,Rain,58,29.0,100,30.18,61,10,25,69,30.02,53,7.0,13,47,26,38,29.94,44,2,0.86,266
2015-11-21,4,,31,16.0,70,30.3,48,10,13,60,30.2,43,10.0,8,28,23,49,30.04,38,10,0.0,1
2015-11-22,8,Rain,44,25.0,89,30.0,49,10,20,80,29.91,43,9.0,7,39,31,70,29.82,36,5,0.3,341
2015-11-23,3,Rain,36,31.0,85,30.15,42,10,22,56,29.94,36,10.0,13,18,5,27,29.8,30,10,0.04,316
2015-11-24,1,,21,22.0,50,30.53,44,10,15,42,30.33,37,10.0,8,16,11,33,30.16,29,10,0.0,271
2015-11-25,1,,34,18.0,76,30.88,44,10,14,63,30.76,37,10.0,6,27,20,49,30.54,30,10,0.0,83
2015-11-26,6,,49,28.0,100,30.87,59,10,22,79,30.77,49,9.0,10,42,34,57,30.64,38,5,0.0,180
2015-11-27,7,,52,32.0,100,30.63,64,10,26,78,30.41,56,9.0,14,49,47,56,30.15,48,5,0.0,209
2015-11-28,8,Rain,50,23.0,93,30.2,60,10,18,80,30.16,51,9.0,10,43,36,67,30.11,41,4,0.21,358
2015-11-29,4,,33,20.0,79,30.42,44,10,16,58,30.26,38,10.0,10,23,15,36,30.19,32,10,0.0,326
2015-11-30,6,,26,17.0,75,30.53,38,10,14,65,30.46,33,10.0,9,23,18,54,30.39,28,10,0.0,65
2015-12-01,7,Rain,43,17.0,96,30.4,45,10,15,83,30.24,39,8.0,6,35,25,69,30.01,32,1,0.14,109
